1	5561,2963,4328,5260,895,6503,3691,1764,1214,11332,12011,9739,5551,1736,3734,3189,8623,5693,1617,12371,8623,941,9237,11555,8700,2074,6481,5683,9578,1780,2055,721,5049,8623,4275,6307,3336,3136,8623,5372,11555,3377,5551,8401,7535,1779,8623,7904,3691,5551,1053,8809,6751,3944,1524,11503,10408,7806,11254,4269,1764,8480,1780,1764,6703,5260,721,4337,4459,8753,1780,2055,7961,300,11351,3123,
2	9760,
2	5198,
2	12089,4213,
2	11835,1995,8623,7904,6743,10313,4681,5683,2204,7715,11500,7244,7624,11835,1815,3123,3734,7610,24002,1779,1387,3123,7624,2630,1779,
2	2376,11360,1247,9071,2843,7192,6530,2553,1780,8623,9051,1789,6755,6087,9229,7535,1744,5687,5683,3094,8812,1988,5489,11351,410,6751,1025,12430,12281,327,9087,310,1906,3018,8623,5013,
1	5683,11351,3123,3090,8461,7535,11510,4213,6943,8707,1945,6463,9739,1025,1780,10385,6476,7339,4213,
2	25094,
2	11086,8623,6881,1617,5477,7937,7623,4350,11414,4221,8623,1025,8414,
2	5198,
2	7365,7906,8384,7792,9341,8597,7192,4581,5154,6751,20411,3504,
2	7623,4213,2963,9964,
1	7264,9795,1415,127,3920,2187,225,5625,5154,1053,612,6939,12016,8169,5527,10322,7483,8852,1415,3309,8031,7713,1387,4112,1415,3309,
2	8739,1780,6751,7276,8623,8552,
2	5397,8623,1025,9763,8623,7610,7845,
2	2074,1831,6751,1025,3210,12278,11450,5683,3992,7715,4559,
1	3734,585,964,8732,1596,8623,5058,6345,5422,5761,1780,12167,5726,1415,4234,7204,11517,5726,1246,5246,1780,5558,7468,11891,8685,2963,2963,2595,8354,7192,3734,946,1264,5177,9290,5551,9977,10385,10158,9067,2880,4603,6881,1387,6530,7483,5176,3734,1448,2595,5151,9067,1415,1090,2849,11665,3115,2595,7192,10385,375,10158,1014,2156,5551,833,2074,3076,4789,3185,271,2104,585,270,2104,4681,8685,8354,10635,977,1357,8576,5683,10708,10681,7715,704,1871,11517,4559,6640,1755,5558,2254,9015,3649,946,7192,6043,6074,1594,3353,10158,734,2358,3309,3123,2713,5683,2665,11486,5683,4681,3734,7192,11888,5687,10504,5558,8718,1415,707,6751,11586,10107,5683,8933,1693,7715,1387,5177,5558,8685,10995,2963,11889,1415,5551,10234,7002,1601,9907,1053,5355,8623,1025,1779,6587,2246,4603,1780,3332,10551,4566,8623,12210,4484,964,3404,8769,5179,5570,2963,11888,11888,11889,2074,735,5683,2982,3992,2982,6357,11933,7483,1025,1779,6587,721,2880,1693,1388,1415,
2	3564,7904,6743,7820,4213,3757,7622,7904,6255,707,10816,8623,8546,
2	1527,6881,10219,8384,1252,
2	2908,
2	7904,11360,8978,9763,5683,4500,12296,8623,6881,1527,12089,4403,5154,3511,10474,
1	11418,2972,
2	2064,1831,6881,2093,1025,1053,3511,
2	6476,1252,3368,4229,
2	12424,4478,7623,11827,1025,6751,4530,1992,5683,12036,7535,6136,10392,8978,11769,7483,7127,9795,1415,712,6587,5721,5777,6844,11410,2393,2963,2170,
1	5683,10262,124,1682,4486,2595,8354,7715,10682,5687,2702,151,6066,11044,11586,10107,8623,2246,1871,10824,76,10755,69,7623,11438,9763,9664,11517,3123,1675,1682,7535,5683,8861,4559,5172,1387,7535,4606,3123,1779,
2	1496,6392,
2	11968,11234,10957,11414,1025,1252,
2	24545,1252,11414,1611,7606,6605,310,1906,5154,12392,
2	1402,9763,6324,1780,10385,1252,
2	2818,7904,3751,9098,1252,8623,7904,12263,1166,5175,8623,5683,1695,5198,8623,1505,
2	2751,5999,
2	9763,1402,6317,8623,8384,6530,2428,5318,7610,7838,7610,4365,11445,3203,12089,4221,8623,1025,6539,9711,9739,4425,1667,6255,8623,4213,3757,8769,10234,3564,310,1906,10720,8623,12089,1919,6031,
2	1252,1037,11410,2963,
1	6881,1527,5495,11517,5176,10262,143,1539,4899,165,1736,239,11897,4795,4403,8623,5774,1377,5172,11886,3869,5047,4582,3330,11517,9599,8623,2595,10784,10838,8623,9592,6652,10504,1764,6307,1053,8757,7623,3123,8797,1225,1415,3309,11414,5004,7483,6058,12034,6412,6751,12430,5955,8623,1214,11117,6058,7191,5760,6751,12031,3917,8623,12030,8824,8623,6897,8585,7957,8623,4095,4785,11066,
2	7623,4213,11332,1025,9465,6031,9284,4023,
2	2574,11136,5076,6324,7317,25193,1293,8623,4213,10313,8753,1780,1779,6825,6587,1415,1682,11449,1402,4763,1527,6881,10219,1025,2839,4763,1527,11933,3094,718,11820,5333,9356,1387,1053,5331,10219,6855,9760,8623,12391,10695,12309,9136,11599,1387,10014,3920,8623,6703,11318,10094,3436,21497,6530,2438,4137,1415,1124,24247,10271,11827,6476,4763,1527,9182,12279,2982,10219,8461,10659,7005,16010,1306,12309,1945,9936,6387,10095,10953,1206,4964,5821,11517,9633,3210,7299,3045,10148,2052,3296,3153,10234,3137,5683,2200,4681,9633,7623,5440,4946,11517,5154,612,7864,8728,4559,1682,9664,11445,1675,7610,10667,9760,8623,8830,11970,2818,5937,5154,10957,1037,11391,11136,
2	6432,1293,8623,24838,310,1906,12172,12392,8623,7904,6428,1723,24769,1772,3772,24127,23782,24951,8423,2331,2988,3722,9472,1744,8623,7892,7603,10609,23614,12392,1919,2411,3670,9462,8623,6530,1025,12309,9185,24099,1242,7535,1617,2922,8623,3368,
1	11138,11517,1148,9284,1736,2595,143,7100,8623,8769,936,2187,8522,1424,6751,5761,10342,6532,6751,1995,617,1996,6881,1527,8528,10385,6751,4854,4404,2595,1415,8354,10385,7566,3109,5558,2963,3918,1976,1976,7339,11310,11452,9711,1976,4694,1415,11452,1997,11598,6530,10755,12036,10464,1053,811,4195,6881,1527,10385,3691,5761,10342,8623,6550,11414,10830,2595,8354,8623,6550,7535,8115,7535,6045,3353,11397,6600,8623,5551,4681,5166,8774,5558,9409,468,2299,186,2299,5514,11168,11517,7535,2401,143,7100,468,5650,7317,854,11938,4187,8623,5650,11452,4559,5551,8769,1053,8809,9799,198,2963,1736,721,7317,854,4187,11382,8623,5460,1754,5683,6234,6943,3804,7483,1722,5558,10262,1415,3639,4681,143,7100,671,7317,249,7100,671,10755,854,4187,11452,4643,3920,2420,8477,8623,5495,7077,9967,1430,8623,6400,4690,1764,10158,3567,1736,10158,3567,4681,1225,1736,2243,10995,3014,7535,11217,11100,4559,8623,5683,9539,11448,1415,5337,1467,3842,1099,1992,3322,1415,6314,3804,1387,7483,1662,2595,6682,1387,3099,9717,11924,4559,3158,1596,5010,8623,671,10755,5551,5686,10366,8623,671,1053,811,3309,3371,
2	16446,6744,4218,6751,6357,8623,5650,10018,8623,5154,9763,11316,5406,2988,4154,6476,18813,8923,4221,1025,8623,12430,12281,327,10667,6862,8623,6881,1527,5495,1387,11517,1252,3734,6357,2818,23731,310,1922,12392,8623,7904,6438,3491,
1	7892,7602,11378,4093,11351,1205,4104,12309,1225,6891,4681,1173,3031,4415,
2	1990,10158,8479,11674,7623,11360,2074,1387,3123,5683,11438,1252,
1	6530,5551,1751,11897,6679,8623,6438,6307,8623,5642,5744,9584,5653,10435,11805,9067,3593,3954,10359,9731,5683,2200,4176,8623,5049,9813,2686,7776,9901,5381,11744,770,6543,1387,1162,1934,186,8623,2074,3404,4115,
1	5195,5721,2187,11933,6751,1831,2074,3147,4344,1415,721,1166,5154,9763,8623,5683,5683,8623,3874,11517,9654,1415,11414,5238,8623,7984,3365,5489,5154,4165,
2	12392,310,1906,
2	6324,964,11517,11360,3076,3137,4412,2200,9379,6192,12172,4782,5013,6039,8623,472,1387,1166,5154,8961,
2	5944,11840,
1	12034,980,1415,11410,883,883,11897,10684,11888,832,11767,11808,5744,5266,6595,2595,6463,11517,6757,3734,5744,7002,8087,4229,1662,
1	10313,11449,1252,
2	1744,1662,7610,7904,1252,8623,3757,2876,9831,1764,1507,
2	4197,6031,4854,5551,1780,9051,7610,11921,9398,5625,9061,7616,5625,11513,6357,10107,5683,5198,7212,5426,7623,8623,6031,721,11414,1025,325,1908,
1	12,8044,6357,2818,7904,2841,12263,10313,1163,6325,7803,5021,1054,7715,3992,4638,8718,11232,6559,8732,10079,9739,12379,7462,8006,12064,11580,9539,4878,2657,5653,8623,3789,8103,88,1437,7623,5683,6751,2533,4559,7715,2532,2074,1098,812,1436,4603,4582,10158,2700,4899,6751,2087,2063,11438,3123,1934,5387,5280,2952,4681,7483,11486,2067,1415,11840,5172,7904,6428,3123,11332,6651,12,10969,2646,765,926,9539,4582,1387,6751,3925,10573,2940,1098,1637,9284,7339,11316,4431,8623,5683,9033,9302,4739,6678,11775,8623,5683,2657,8623,2373,1437,5406,3015,9310,5683,5558,3734,7238,5248,6751,9600,9539,8353,6530,8034,1166,7623,6480,1272,7535,7938,3504,12214,7193,1527,11906,4344,5683,9538,8100,5558,6530,765,926,9539,6751,3925,10573,88,12100,4340,8625,4600,11775,6751,892,9033,6530,6897,11895,12034,11307,3579,6262,3094,1445,12089,4559,8623,2483,11137,4322,11517,10234,5356,9284,11100,4559,11100,4782,8623,5683,11351,1126,2963,11840,8623,4892,7851,143,2081,7193,4581,4024,8774,10504,5558,5154,4161,5691,12544,11514,8623,6881,3411,11407,811,10582,8162,10504,1511,8938,4343,98,11241,9751,6636,4905,6651,12,6368,5387,5280,2953,9539,7623,3099,8354,12174,9977,1894,946,7193,4352,8061,1722,3126,9068,9539,8087,8479,5712,9068,11110,12060,9711,5761,3642,7193,10342,8674,9976,2595,3425,88,5458,4690,3123,2138,3918,11127,3147,10158,832,4876,11907,5761,3642,7193,3460,9976,2595,1415,7483,11283,4681,7483,1415,143,1076,6755,12296,12263,6530,6881,1527,6703,12036,11110,9976,2929,2595,3564,11101,8769,12089,1053,10582,9539,10385,4475,10351,7256,12263,4816,10313,10107,9529,7715,3404,9776,5683,3404,4876,10158,8852,11232,11258,5387,5280,2952,2376,4816,7493,9037,5370,1415,172,6408,6682,5558,4489,2408,9795,712,10578,2595,11840,9074,10877,12392,8623,7904,12263,7623,6751,4027,3123,8929,1960,1662,9068,9539,7193,4581,6703,6559,6054,11110,5683,3404,1387,7339,4213,1402,2093,7715,3992,4425,2245,11517,6640,11733,195,5687,8769,1142,3796,6407,1637,9495,8623,12263,6816,1387,6703,10504,1511,4161,8623,3458,6951,5558,1633,11462,10323,10220,6031,1639,11407,11840,3934,3920,7339,3920,12391,4937,7904,6428,4463,2376,5154,9037,6656,5777,11316,9711,3377,4425,8623,7623,7904,12263,
2	5198,
2	6751,3203,6838,7610,2064,3254,
1	5683,11360,1693,7715,4130,1415,9675,6877,8554,674,2455,1387,4119,1415,4816,8442,6678,11407,5154,2443,
2	7610,7904,8623,4213,3757,
2	10315,4353,
2	7715,6877,12392,4541,9675,10158,8232,11194,8623,1511,6877,2924,
1	8764,5079,4023,11864,6530,704,1871,1780,7623,9282,1225,7610,6668,1831,8623,7857,23,1353,7610,2585,5650,10234,11351,3123,11068,4896,6448,1387,7535,2373,5650,8623,11332,8437,585,10566,4722,1387,10072,5861,1779,11482,4922,11459,11068,7610,11044,5650,8769,10706,9199,8623,7864,10706,4559,3099,721,704,1871,7610,9539,9932,8623,7372,1387,10681,8168,9067,10668,5154,7535,3404,9408,2302,6521,9326,3123,8623,7892,7603,
2	6881,10680,6823,6703,2393,1780,2172,
1	99,172,234,11068,1736,8623,6530,4899,130,8623,3563,11940,5650,8739,6530,9751,5076,11586,6303,11279,1264,6303,8623,1166,5176,6764,6676,8623,3486,6530,9932,3734,7904,7444,5453,2935,2129,7652,7985,5725,11731,6245,7603,1214,7651,12353,4681,7610,7904,8978,8623,9592,5175,7709,5832,8623,9592,6646,8087,4229,1505,7623,5683,6058,1105,5002,2256,4722,11517,7535,6058,6677,9702,5072,9393,3344,6530,11300,6375,8623,4602,3344,5079,3159,86,6530,1995,169,5721,6530,517,576,7192,10021,2585,10320,11897,1115,3436,8623,4251,6530,2074,10229,9104,1780,310,1906,11450,6751,11827,1025,2993,12285,6751,1995,11360,
2	7306,2300,12260,
1	7623,11370,1025,4100,9136,1415,1264,11517,6530,8414,
2	6324,5489,5198,5154,9763,3123,17425,8732,4557,2331,1634,2818,3722,6530,765,310,1906,5154,12392,8623,7904,6743,
2	2501,3179,8623,4213,11332,
2	2455,4235,698,1682,6881,5495,11517,5176,12312,
1	6881,5495,10684,10684,10684,7904,4319,7215,7215,7743,10385,3123,6509,6459,2936,9275,3099,4899,12036,2988,7192,6881,11517,10684,10684,10684,7743,10755,3564,10560,2936,10158,4599,1225,2393,10072,12362,1415,
2	5683,1402,6325,1025,12309,6612,1990,6392,1693,12023,1124,9067,
2	5683,2665,12104,2331,6619,5176,1025,6039,2595,6595,263,12519,
1	12,5683,5489,7944,8623,8415,11661,8623,8415,11661,5744,8623,1387,1166,5154,1402,9835,964,11517,8031,12034,2658,5760,8623,6550,11351,832,11718,8791,8576,9835,964,8623,8191,1387,6530,5337,3882,1415,832,11713,5556,224,88,1025,9033,7535,8850,3099,8437,3385,8655,12288,1387,11517,6530,3846,813,8623,143,3436,8623,2098,4690,6881,5495,11517,1252,
2	5446,4621,
1	2074,10229,10313,6612,6751,2183,1025,6530,10608,
2	12089,9763,5198,1025,5167,
2	12,7610,7864,10755,7753,2553,1779,6703,7339,4213,88,12034,10293,1053,8961,
1	6612,
2	5683,1402,6881,3411,10219,1025,1387,1252,4816,1451,1415,
2	2074,10229,4966,1387,9087,9760,1682,9003,24967,776,25128,11786,8803,10007,16592,1018,7067,11407,5527,7176,707,3803,10313,
2	1780,2818,7623,3170,11054,
2	1451,6881,1527,10219,4529,3511,1025,8623,12430,12281,6476,11332,5370,5172,3203,5262,12278,8996,7243,3722,5227,6668,3511,2818,8623,7904,1415,
2	1402,527,1928,
2	5198,8623,6438,
2	1496,10752,6357,2818,5939,10653,1464,11662,3123,2606,3765,6392,5683,10313,4746,7339,6751,7278,8623,5683,5683,11438,1402,6751,6039,8872,7603,7479,10313,7344,7713,3123,2255,1569,4557,866,7610,6530,11678,8623,7713,7904,4746,8830,1776,8438,3920,8623,6550,7425,10877,4559,3072,6751,854,2443,8168,3123,7479,12277,7623,11841,2246,1516,1025,6751,6039,712,12483,940,9988,4568,4308,9073,12255,2064,2249,2246,4603,4187,7610,7840,6530,23,2104,3072,10637,1025,9098,12392,310,1906,1693,5446,6377,10107,10313,3158,10193,6640,12398,8623,12263,
2	6881,4213,8384,1252,
2	7610,4366,11414,12544,9703,23897,3123,3203,
1	2885,12,12557,1415,5422,1780,7612,7904,9275,7715,9856,6751,8605,7993,8623,8285,3012,9284,1923,1334,11214,7556,11456,5551,11586,6244,812,10385,1357,4681,7483,1415,7582,5955,4681,7483,1415,8623,7087,7582,5955,9061,6244,11407,2506,6408,6114,1415,754,9284,1596,8718,1923,1334,5721,10385,10436,11820,7787,6408,5551,4681,5266,5683,2982,10745,2491,3734,88,7100,12296,9067,1415,721,4603,4403,3012,10385,8769,9067,9250,6200,4448,12263,6758,10084,6402,9275,1923,1334,7736,9967,5495,10385,5551,6918,4681,3090,1780,1662,10158,1573,10084,6402,5355,5557,1662,11366,3036,8623,
2	8718,8623,2486,6530,6357,6303,10659,8623,7904,6429,1527,6881,8384,9739,6317,5021,1306,6476,2074,6406,6324,21992,6530,5176,8623,310,1924,5154,12392,1252,10436,9430,2723,9363,1026,
1	6881,10219,6476,612,1682,8846,10313,4475,4140,10755,8986,1415,5489,11902,5874,7833,7833,4697,9284,4394,1779,3612,7709,10125,10313,4352,1053,9043,1571,4766,
2	7623,10999,1025,310,1909,
2	8384,11360,7892,7603,12589,8623,7372,5175,1025,1252,
2	8384,11360,
2	5683,1252,11414,8326,4648,1247,2665,1750,8623,8816,7623,6530,3099,3852,1871,8623,2011,1780,6255,1667,12089,1238,
1	4816,1804,4234,7204,9051,7610,11100,4559,8623,11941,37,2246,1871,5241,866,7610,1353,7610,7449,11429,3992,8623,7925,4161,8623,
2	325,13311,12392,8623,885,7851,88,4603,8623,7851,11414,10637,9136,8623,1025,10234,5926,8623,3691,11108,7610,4365,9616,11517,6703,6877,12313,
2	5231,2074,1387,5154,10229,
2	3734,2818,2331,2657,11960,3363,6622,1827,24734,10659,7339,1053,612,5683,11351,3123,10014,4497,6281,6751,7904,7715,6244,6543,9592,6877,3992,11839,1025,3137,8529,234,12519,2187,3076,1813,2595,249,12519,12430,12281,1216,1960,8463,721,3416,10536,5495,3120,2716,6489,4681,11418,5879,3109,5558,9067,4213,1415,1357,2940,10385,1166,9284,1765,1415,3552,6489,4681,6757,11580,10143,5875,6476,4681,11450,14828,8668,8623,11820,5495,1252,
2	5683,10014,9763,8623,
1	4105,1415,
2	7623,9760,
1	8222,8979,8314,6881,5495,4782,
1	11200,2148,7904,4518,7962,7715,9923,2116,7709,5246,11658,4681,7706,2487,1870,6422,8480,8623,9204,6778,6751,8770,11030,1166,5558,4493,8623,5683,2200,8015,7972,7941,12064,11378,2455,1026,6814,1693,2455,10706,3322,2982,6530,9753,8087,10426,11751,7567,8797,8623,8927,5427,6314,6757,3734,1764,6416,5890,6946,832,3494,3494,3494,2912,5003,10755,4966,6416,8623,8254,10114,6946,11517,6530,2804,9898,8647,8623,6937,2291,6111,1780,11517,8008,12499,12503,7910,8623,3123,8860,5683,8005,11286,5047,11711,1239,1780,1387,6530,1870,3486,3094,11651,5725,10504,4328,11786,11700,12133,8255,1670,6530,3882,1415,5610,10320,6703,3655,8623,12205,10505,5113,1842,11727,8308,4558,5047,8623,7394,10755,3368,4359,12244,3734,5683,2200,1619,11044,5683,7361,8309,1166,8829,10755,7984,8927,3099,10385,10504,4328,1073,11044,2074,1744,10637,8623,1025,1053,8809,6531,6012,10158,6184,8623,6587,3356,1682,5484,6530,8747,4681,4213,7002,4681,6751,10755,7535,811,11486,3384,10755,12269,1882,4034,6530,5875,1780,9192,8623,8927,6668,4222,8623,6530,8588,11740,2791,2825,8753,1780,2055,7483,3734,2753,1682,2376,6530,6833,3123,3203,12430,12281,6609,6609,4208,3365,5238,3436,1510,6530,8357,10385,4213,8623,9703,12073,4690,7521,8623,12483,7991,9167,10755,2810,6957,4840,9268,4269,1166,11839,8623,5551,10234,1142,10639,11189,5558,11418,3203,6476,1670,1387,10755,1025,4785,8674,1152,6891,7535,2037,7904,3404,8769,1252,9230,7623,1885,4213,11332,6506,6539,7904,3404,10755,6881,5495,8623,4994,3803,11378,8798,1795,9760,8623,
2	1402,1264,25178,23960,12479,1415,24108,6031,24159,7904,8623,4023,3123,1780,2818,6255,6255,
